species,type,estimate,se
Nicobar Jungle-Flycatcher,intercept,-0.046511503008482946,0.7968588403388029
Nicobar Scrubfowl,intercept,1.082272055580129,0.7589187254587555
Night Parrot,intercept,0.7894078965626488,0.7858097897098943
Nilgiri Pipit,intercept,1.1248522823099014,0.8209207372944612
Nilgiri Wood-Pigeon,intercept,0.8851817324348751,0.8496782288576247
Northern Bald Ibis,intercept,0.2956424270685478,0.7964177496624728
Northern Cardinal,intercept,1.3658599506890101,0.10091009776209296
Northern Flicker,intercept,0.7273566395461052,0.15825402006325875
Northern Goshawk,intercept,-0.3993141763880593,0.5894741866466836
Northern Harrier,intercept,0.6461431658466811,0.2685378885522054
Northern Lapwing,intercept,0.2543105895847211,0.3151151972216386
Northern Mockingbird,intercept,1.4180856219008997,0.1218934133886931
Northern Parula,intercept,2.1783451753642127,0.20357176204798644
Northern Pygmy-Owl,intercept,0.7204631221501031,0.7049181455633684
Northern Rough-winged Swallow,intercept,1.0808108782492931,0.13274717595994326
Northern Screamer,intercept,-0.0827267153071709,0.5726489648259631
Northern Shoveler,intercept,-0.7053310823828308,0.6295212158417798
Northern Waterthrush,intercept,1.8409477666939738,0.34022066235000037
Northern Wheatear,intercept,0.026734351914662557,0.3974054331545405
Northwestern Crow,intercept,0.009207240128968341,0.34114413745263833
Nuttall's Woodpecker,intercept,1.3363211763349998,0.6752174727423605
Oak Titmouse,intercept,1.3440546502430881,0.6524696213784127
Ochraceous Attila,intercept,1.2419503468088127,0.7261382976503932
Ochre-fronted Antpitta,intercept,0.9871234692268085,0.7400150862247855
Okarito Brown Kiwi,intercept,1.1234247068635286,0.5955020734098116
Okinawa Woodpecker,intercept,0.604036361729243,0.5588543557506893
Olive-sided Flycatcher,intercept,0.4612442360866044,0.4956974760847272
Olive Sparrow,intercept,1.1598865193974834,0.6551438426704868
Olive Warbler,intercept,0.8236818090150746,0.7539955416738596
Orange-crowned Warbler,intercept,2.113984393399622,0.3474221285697737
Orange-necked Partridge,intercept,0.19347497579428308,0.7987413728885884
Orchard Oriole,intercept,1.9259694996231613,0.21756817341520454
Osprey,intercept,-0.37119185677106514,0.16279400232761815
Ovenbird,intercept,1.789994968803363,0.18279081122250906
Pacific-slope Flycatcher,intercept,2.233411217088735,0.44408819811438893
Pacific Wren,intercept,1.4306244265333194,0.41712819944612833
Painted Bunting,intercept,1.7317151209545865,0.3262588638753489
Painted Redstart,intercept,0.20204511896420263,0.49394567359619196
Palau Ground-Dove,intercept,0.8027718797345966,0.8811398297106385
Palau Nightjar,intercept,0.6259584068072104,0.8954557836976723
Palawan Hornbill,intercept,0.6451807595185881,0.5591818284516946
Palila,intercept,1.5504607982442242,0.4882660207894333
Palm Lorikeet,intercept,0.7928339221317402,0.7662174939246673
Palm Warbler,intercept,1.2911112822716966,0.5312651338433412
Paramillo Tapaculo,intercept,1.0675619081818035,0.6990959264690457
Pernambuco Foliage-gleaner,intercept,0.8203106484418597,0.8460365863246919
Peruvian Plantcutter,intercept,0.8439123050340942,0.4687466104000322
Phainopepla,intercept,0.22016370598423685,0.46571386175975193
Philadelphia Vireo,intercept,1.4013260133096297,0.491655328863769
Philippine Cockatoo,intercept,0.5837038205242829,0.7952054945715485
Philippine Eagle,intercept,0.8203806093061203,0.7845470766300057
Pied Goshawk,intercept,0.5984736738500257,0.7282717639176615
Pileated Woodpecker,intercept,1.007928650873874,0.27730972115826974
Pine Grosbeak,intercept,1.1675464599322543,0.419535721104226
Pine Siskin,intercept,1.2372228151400235,0.1637552598020999
Pine Warbler,intercept,2.0556678438207117,0.22937619019621092
Pink-billed Parrotfinch,intercept,0.9788248679514344,0.8803336572502745
Pink-legged Graveteiro,intercept,1.193548759860633,0.6252153470319647
Pinto's Spinetail,intercept,1.1754464736198909,0.7443078264320658
Pinyon Jay,intercept,0.5164270259822598,0.3094798524743427
Plain-pouched Hornbill,intercept,-0.49735543126754067,0.41099989509579826
Plain Pigeon,intercept,0.6148091095915196,0.7758073810968817
Plains-wanderer,intercept,0.517841118097855,0.8104175387418074
Plumbeous Antvireo,intercept,0.8981896403395403,0.8043660900347589
Plumbeous Vireo,intercept,1.8505204010387237,0.44295331296325746
Prairie Falcon,intercept,0.5735044877809128,0.7231494283431182
Prairie Warbler,intercept,1.9515539039704795,0.34782025089041274
Prothonotary Warbler,intercept,1.2841143019881038,0.28578787675305106
Puaiohi,intercept,-0.1418025340710508,0.786478943102487
Puerto Rican Nightjar,intercept,1.2384393516620469,0.5245787457741338
Puerto Rican Parrot,intercept,0.3884256527105059,0.7914199058558987
Purple-naped Lory,intercept,0.3308358556665689,0.7981454586166485
Purple Finch,intercept,1.2649576588890277,0.22343386674363439
Purple Martin,intercept,0.34677347785522084,0.11449916516636141
Purple Quail-Dove,intercept,0.8846557851895899,0.8440594742130667
Pygmy Nuthatch,intercept,0.5909812659423812,0.31248824594961133
Pyrrhuloxia,intercept,1.1328426607788553,0.6737134078285204
Razorbill,intercept,0.2500826415269384,0.4001317093402032
Recurve-billed Bushbird,intercept,0.8615480540501403,0.7320166274842209
Red-bellied Woodpecker,intercept,1.5553181863023786,0.1412956866345469
Red-billed Curassow,intercept,0.42090434742810573,0.8019756241158486
Red-breasted Merganser,intercept,0.12382348251943709,0.6734120100643415
Red-breasted Nuthatch,intercept,1.4628416789184027,0.18217298414473684
Red-breasted Sapsucker,intercept,0.852743312228688,0.3805873337503535
Red-browed Parrot,intercept,1.4005441173371413,0.7840513754869547
Red-crowned Parrot,intercept,0.03693916427413324,0.39624774308908817
Red-eyed Vireo,intercept,1.8267410074762715,0.11727780219040525
Red-faced Warbler,intercept,0.8561565674470791,0.6593417724173903
Red-fronted Macaw,intercept,0.5783369456083202,0.7950936044261105
Red-headed Flameback,intercept,0.7676574263480307,0.7542970872854263
Red-headed Woodpecker,intercept,1.042445981877304,0.22084324970490335
Red-naped Sapsucker,intercept,1.3490154530971727,0.4274356979363526
Red-necked Grebe,intercept,1.1626495479177659,0.8531380038541843
Red-necked Parrot,intercept,0.8492193569045163,0.3846765737255505
Red-shouldered Hawk,intercept,1.356756659873929,0.24921150347013174
Red-shouldered Vanga,intercept,-0.15106525396498427,0.5649499677624401
Red-tailed Hawk,intercept,0.7734099830152678,0.2260560215782955
Red-throated Lorikeet,intercept,0.8776950910784153,0.7858388344518634
Red-winged Blackbird,intercept,0.8302782924778226,0.1005630962824534
Red Crossbill,intercept,1.132306571755814,0.25970172228925553
Red Knot,intercept,0.31565974683732734,0.39435030639115715
Red Siskin,intercept,0.15197422696092833,0.801915184060728
Ring-billed Gull,intercept,1.2438941675782387,0.7904037822586472
Ring-necked Duck,intercept,1.324369361343547,0.8269929585986393
Ring-necked Pheasant,intercept,1.7073113603391408,0.19857274653654702
Rock Pigeon,intercept,0.5698301369370918,0.09941944324787898
Rock Ptarmigan,intercept,0.27144637037509134,0.3449212026867252
Rock Wren,intercept,2.439368801962369,0.43858947130095266
Rondonia Bushbird,intercept,0.38156334538046044,0.7994806178367254
Rook,intercept,0.9689101298794909,0.40698443835607445
Rose-breasted Grosbeak,intercept,1.139914720696571,0.21650606737355305
Roseate Tern,intercept,0.9979532314189699,0.8536651745848655
Rough-legged Hawk,intercept,0.25861826413020117,0.591134762224119
Ruby-crowned Kinglet,intercept,2.0096250417177224,0.22566064621578025
Ruby-throated Hummingbird,intercept,1.7435636655030047,0.17011537703784096
Rudd's Lark,intercept,0.901555292670595,0.8204103755406248
Ruddy Turnstone,intercept,0.1965575131136168,0.5024767101351121
Ruff,intercept,-0.5171036853652594,0.7134372538508695
Rufous-breasted Warbling-Finch,intercept,0.5965814374482901,0.7902521676724192
Rufous-brown Solitaire,intercept,0.580399941793696,0.8241519148961961
Rufous-crowned Sparrow,intercept,0.47067555912575615,0.5555714673119325
Rufous-fronted Laughingthrush,intercept,0.5599755190346647,0.7854695600236111
Rufous-necked Sparrowhawk,intercept,0.885984368482052,0.8500279363834746
Rufous-throated Dipper,intercept,0.7730558188916941,0.8307072487115821
Rufous-winged Sparrow,intercept,0.7052026387711997,0.6688737518213037
Rufous Hummingbird,intercept,0.9744660163742805,0.3471984064956816
Rusty-throated Wren-Babbler,intercept,1.5467207143520478,0.76807702954132
Rusty Blackbird,intercept,0.7632498940745672,0.30235878413059003
Saffron Siskin,intercept,0.638741839660835,0.6474193937812683
Sage Thrasher,intercept,2.8511536874043646,0.48595220560288827
Sagebrush Sparrow,intercept,0.6289269470813982,0.5550604504891462
Saipan Reed Warbler,intercept,1.9953255299815034,0.6532920171013366
Sakalava Rail,intercept,-0.543531892639468,0.5454841172783953
Samoan Flycatcher,intercept,1.0372405587294005,0.5692359593754026
Samoan White-eye,intercept,1.2953393825529778,0.6291442927539763
San Andres Vireo,intercept,2.045156111549192,0.41628992600764897
Sanderling,intercept,-0.015173652516708658,0.5661564959066245
Sandwich Tern,intercept,-0.23832322223511315,0.445600685024997
Sanford's Sea-Eagle,intercept,0.09697864596312811,0.7213272164209232
Santa Marta Bush-Tyrant,intercept,1.3651251089295513,0.6606242069411682
Sapphire-bellied Hummingbird,intercept,0.47266649801748195,0.7176314507183584
Savannah Sparrow,intercept,2.0403853777782377,0.1650810490105125
Say's Phoebe,intercept,1.1022726346314116,0.2739144487555884
Scaled Quail,intercept,1.1717754041845885,0.4754951996923566
Scarlet Tanager,intercept,1.3147805077112868,0.214988860154063
Scimitar-winged Piha,intercept,0.8451610634185578,0.8376847331903564
Scissor-tailed Flycatcher,intercept,1.3936674734993537,0.2668852353948498
Scott's Oriole,intercept,1.6567301791579323,0.5058903618938764
Seaside Sparrow,intercept,-0.06619800846027046,0.38141066717871897
Sedge Wren,intercept,1.7455637664407093,0.342055321848614
Selva Cacique,intercept,0.4140492754559227,0.7983861075498986
Seychelles Parrot,intercept,1.0171556819165835,0.41392327710687904
Seychelles Swiftlet,intercept,1.5603003045558126,0.5402879922277739
Sharp-shinned Hawk,intercept,-0.5198103583618893,0.3899718716957795
Sharp-tailed Grouse,intercept,1.17668809513675,0.5534618069609943
Shelley's Crimsonwing,intercept,0.8301995662462777,0.8523447360135471
Shore Plover,intercept,1.8378500068646102,0.5007020318628845
Short-eared Owl,intercept,0.6317350074904475,0.4238812447827912
Shy Ground-Dove,intercept,1.033840750408691,0.8288775132737689
Sierra Madre Sparrow,intercept,1.6544478641596543,0.412833188865388
Slaty Becard,intercept,0.8302242482897836,0.844617154418022
Slaty Cuckoo-Dove,intercept,0.7907419117897492,0.7596568407688369
Slaty Egret,intercept,0.479629612435309,0.7968095755462697
Slender-billed Flufftail,intercept,0.5888635722780674,0.8026186007584902
Snoring Rail,intercept,0.47942157568051397,0.7955133284238857
Snow Bunting,intercept,0.8136308033350206,0.32709431863509286
Sokoke Pipit,intercept,1.238344486531441,0.7273069056910124
Solomons Frogmouth,intercept,0.8008997703895884,0.7471713479314446
Solomons Nightjar,intercept,0.8530694244042593,0.8413944820144049
Song Sparrow,intercept,1.578139449940597,0.09947804672817138
Southern Silvery-Kingfisher,intercept,0.5615164590372428,0.7633229421306675
Spot-throated Flameback,intercept,0.6947369011141469,0.5727244432658224
Spotted Ground-Thrush,intercept,0.01005115406251067,0.6133954517509644
Spotted Towhee,intercept,1.8215579215843158,0.2217473425767694
Sprague's Pipit,intercept,1.2734805653704715,0.6466831951054987
Sri Lanka Whistling-Thrush,intercept,0.9766545128444837,0.7241639551375844
St. Lucia Black Finch,intercept,0.9519851868255631,0.49499234778616275
St. Lucia Oriole,intercept,1.4167558474378568,0.6269826009482239
St. Lucia Parrot,intercept,0.3879697143005142,0.38646265170788413
Steller's Jay,intercept,0.46280912086924264,0.28257188172030795
Striated Caracara,intercept,-0.10590944541431135,0.5177192513144001
Sumatran Cochoa,intercept,0.44955582515131226,0.791638746650716
Summer Tanager,intercept,1.7978615593802332,0.22971859899868952
Sun Parakeet,intercept,0.6252834377643606,0.7836245008173822
Sunda Coucal,intercept,0.3630111255736346,0.8011221340330119
Swainson's Hawk,intercept,0.738254536641298,0.2904781473258285
Swainson's Thrush,intercept,2.231092478239899,0.2266686101146514
Swainson's Warbler,intercept,-0.0074083598179470744,0.5568214578815271
Swamp Prinia,intercept,0.8419291351286617,0.8371964418699399
Swamp Sparrow,intercept,1.6843424911485827,0.247430755241267
Talaud Bush-hen,intercept,1.6711214666440877,0.779287933143649
Talaud Rail,intercept,0.9431797005941611,0.8919808914959783
Tanimbar Scrubfowl,intercept,0.9857135414880555,0.6306215557206903
Tennessee Warbler,intercept,2.2782840682845005,0.2900857494520255
Timor Green-Pigeon,intercept,0.8154969279214295,0.8443038441214692
Tolima Dove,intercept,0.677949275722303,0.5865114817384236
Tooth-billed Pigeon,intercept,0.4279355471034223,0.7955949231573062
Townsend's Solitaire,intercept,0.44343028138514423,0.4060164464542652
Townsend's Warbler,intercept,1.9368805174842625,0.5141049928576346
Tree Swallow,intercept,0.3144262320374923,0.0927485682807713
Trinidad Piping-Guan,intercept,0.843562830028429,0.7005073424491087
Tucuman Mountain-Finch,intercept,1.141685821073819,0.6444098507616911
Tufted Duck,intercept,0.033252596983530336,0.3918277332160213
Tufted Titmouse,intercept,1.111504885730308,0.11820120265787533
Turkey Vulture,intercept,0.49742175200904876,0.11146462992078293
Turquoise Dacnis,intercept,1.0577543165937084,0.7607016794764169
Tuxtla Quail-Dove,intercept,1.5637519383259777,0.7976225568498426
Usambara Hyliota,intercept,1.1512918495171984,0.887798748318623
Usambara Weaver,intercept,0.8910871856039114,0.842801167044075
Van Dam's Vanga,intercept,0.9095405808470709,0.6243666060027979
Varied Bunting,intercept,0.4388251735747506,0.6618691503383016
Varied Thrush,intercept,2.2968152468305787,0.38402877278465036
Vaux's Swift,intercept,0.5118000768035444,0.31704295937523763
Veery,intercept,1.4426075471136115,0.18640678191231866
Venezuelan Sylph,intercept,1.1006319828657685,0.6954909334331455
Venezuelan Wood-Quail,intercept,1.074197307202344,0.8289212590813577
Verdin,intercept,-0.014106663685519827,0.2909820726739044
Vermilion Flycatcher,intercept,0.5282346248518676,0.38337966977465815
Vesper Sparrow,intercept,2.3221345547732994,0.23282493814190813
Vinous-breasted Sparrowhawk,intercept,0.82787890799391906,0.8510006893755134
Violet-green Swallow,intercept,0.44100542450087626,0.16070399409568098
Violet-throated Metaltail,intercept,0.5288097071255362,0.5354152190741129
Virginia's Warbler,intercept,2.171311885110043,0.5375081869521592
Warbling Vireo,intercept,1.8056736921461114,0.16297854796907127
Wattled Curassow,intercept,0.6003399668461888,0.7868439067764255
Western Bluebird,intercept,1.2698470387190677,0.2937317676406513
Western Kingbird,intercept,1.5258587640039694,0.15971171391448888
Western Meadowlark,intercept,1.9818121552941115,0.1547641472586373
Western Screech-Owl,intercept,1.5166522561524034,0.5743438890244812
Western Tanager,intercept,1.3828295258317544,0.22153578190424286
Western Wood-Pewee,intercept,0.9283856415836016,0.20204740664854492
Wetar Ground-Dove,intercept,0.39616926055799295,0.793477270732834
White-bearded Antshrike,intercept,0.9519414588163484,0.852857442693729
White-bellied Heron,intercept,0.8638645336870512,0.8656234666974755
White-breasted Nuthatch,intercept,1.1963229688360846,0.15795247399958726
White-breasted Thrasher,intercept,1.5506750536204357,0.4226403988064009
White-chested White-eye,intercept,0.0019192724803533956,0.7969829140855463
White-crowned Sparrow,intercept,1.1317236228554026,0.20062491012991973
White-eyed Vireo,intercept,2.1180163201790823,0.19626130758124996
White-fronted Quail-Dove,intercept,0.9393217416671947,0.846611707765507
White-headed Woodpecker,intercept,-0.0794185255482085,0.5455354802368204
White-necked Crow,intercept,0.7906220450960644,0.6109030878974238
White-necked Hawk,intercept,0.8086752545560474,0.8372437940465524
White-necked Parakeet,intercept,0.552820609908941,0.5125797222453304
White-tailed Kite,intercept,0.222139463577816,0.5849897154047022
White-throated Barbtail,intercept,1.4131312141703412,0.7397948996411204
White-throated Dipper,intercept,0.9173894023532976,0.8482688800859627
White-throated Sparrow,intercept,1.9436860634725437,0.17440451439878646
White-throated Swift,intercept,0.4177457076074058,0.23649939747113186
White-winged Apalis,intercept,0.9091093337262786,0.8046839440840979
White-winged Crossbill,intercept,1.5882672179172297,0.245839549721349
White-winged Dove,intercept,0.13208578423850625,0.21313622632414625
White-winged Nightjar,intercept,0.845310818410172,0.6769529672861812
White-winged Warbler,intercept,1.128301718804961,0.7395080565486003
White Wagtail,intercept,1.1679384538450372,0.4996101882995483
Whooper Swan,intercept,-0.40587037735737785,0.44986952701531063
Whooping Crane,intercept,0.8941770898081872,0.837844848152302
Williamson's Sapsucker,intercept,1.3145985719361908,0.6445534481787902
Willow Flycatcher,intercept,1.691268016005103,0.24859763374124463
Willow Ptarmigan,intercept,0.6146309234664293,0.3043365144017623
Wilson's Warbler,intercept,2.01732857497234,0.30154413398434865
Winter Wren,intercept,2.173209321803836,0.3699787618449856
Wood Thrush,intercept,1.8803112592773412,0.1814517048050408
Woodhouse's Scrub-Jay,intercept,1.1674574101438926,0.31374504340110104
Worm-eating Warbler,intercept,1.6472949058533586,0.34959890691185075
Worthen's Sparrow,intercept,-0.14665150488487078,0.403369272559449
Wrentit,intercept,1.4792682458768485,0.602835775682187
Yellow-bellied Flycatcher,intercept,1.728646623185902,0.5243923188584305
Yellow-bellied Sapsucker,intercept,2.103711475041991,0.2537443134340767
Yellow-billed Cotinga,intercept,0.9126456653607605,0.7792016945908977
Yellow-billed Cuckoo,intercept,1.6979695916671023,0.16673177571739878
Yellow-billed Magpie,intercept,0.9129945753431489,0.7443337531973316
Yellow-breasted Chat,intercept,2.122134498306258,0.19466111319715346
Yellow-breasted Pipit,intercept,0.7833308965848395,0.8328332587401753
Yellow-eyed Junco,intercept,0.9026141785743517,0.5059321864933773
Yellow-faced Flameback,intercept,0.6070599959211255,0.7870697273440738
Yellow-headed Blackbird,intercept,0.44629745776650614,0.1443931097674045
Yellow-headed Brushfinch,intercept,0.20205268664882803,0.7062684232635376
Yellow-rumped Antwren,intercept,0.9603147471800209,0.8466797646910532
Yellow-rumped Warbler,intercept,1.7166025410497343,0.15239315822618102
Yellow-shouldered Blackbird,intercept,0.8503376306512574,0.4547265782306982
Yellow-shouldered Parrot,intercept,0.46332973201262245,0.4311663677024362
Yellow-throated Vireo,intercept,2.0005794321979775,0.3181694526063213
Yellow-throated Warbler,intercept,1.8623211994258402,0.4846274084398124
Yellow Warbler,intercept,1.3112900484575545,0.1133973909915894
Yellowhead,intercept,0.851300038778829,0.7953662634453216
Zapata Rail,intercept,0.4017815163606198,0.7980079326807942
Zapata Sparrow,intercept,0.711102255463111,0.605641758955249
Zapata Wren,intercept,0.996246561005423,0.6748100099231769
Zone-tailed Hawk,intercept,0.22626662291044497,0.8170796162313799
Abert's Towhee,slope,1.1933393362241056,0.3245295915997928
Acadian Flycatcher,slope,1.5008625962446995,0.20641536929291304
Acorn Woodpecker,slope,0.7079343307473457,0.4773471931399247
Akikiki,slope,0.7093451701114538,0.5645888770102341
Alagoas Tyrannulet,slope,0.5942026026980847,0.5413959626647462
Alder Flycatcher,slope,1.9577782384405142,0.1882748220912918
Allen's Hummingbird,slope,0.696724274958617,0.31337581428279954
Allpahuayo Antbird,slope,0.927615216602053,0.5335347380293092
Amani Sunbird,slope,1.1671138914978962,0.5098031523467612
American Crow,slope,1.346531788149203,0.17641118018019525
American Dipper,slope,0.8439120379741194,0.25196085571022875
American Goldfinch,slope,1.458774145478222,0.12120948094011845
American Kestrel,slope,1.15068346279465,0.1793189873762208
American Pipit,slope,1.3039113282093888,0.2550536215362454
American Redstart,slope,1.4060894500192567,0.16504058844862166
American Robin,slope,1.243634877972065,0.15512499122783754
American Three-toed Woodpecker,slope,0.9015222779253864,0.21437567762882284
American Tree Sparrow,slope,0.8161055595152135,0.3861177817613755
Andaman Bulbul,slope,1.0468788562307731,0.47427970764391164
Andaman Cuckooshrike,slope,0.9588237780308172,0.5493518397202786
Andaman Serpent-Eagle,slope,0.9496615032848559,0.5471040030587151
Andaman Teal,slope,0.33119943656614426,0.3550272394988282
Andaman Treepie,slope,0.5082007977983636,0.4336868613150851
Andaman Wood-Pigeon,slope,1.0134441953425988,0.5263684415996228
Andaman Woodpecker,slope,0.8524000663033414,0.4909548578028827
Anna's Hummingbird,slope,1.058795128983062,0.34766540916497984
Antioquia Brushfinch,slope,0.8952166423875593,0.5412241059202275
Apolinar's Wren,slope,0.9147327585432694,0.5078665507551025
Araripe Manakin,slope,1.0813544561357928,0.34876565553159117
Arctic Warbler,slope,0.9471889630848221,0.5583362397714531
Arizona Woodpecker,slope,0.906142762294138,0.550311908092717
Ash-throated Flycatcher,slope,1.336401144186501,0.23062469942077304
Audubon's Oriole,slope,0.7521102483728669,0.497535255818723
Azores Bullfinch,slope,1.2344946985268503,0.45219621062192566
Azure-rumped Tanager,slope,1.0307338231026015,0.5253013410589898
Bachman's Sparrow,slope,1.0203772414866856,0.37251731516252246
Bahama Oriole,slope,0.3158372593061559,0.4452406689134367
Bahama Swallow,slope,0.775339791730905,0.4927370216517708
Bahia Antwren,slope,0.9377642201627836,0.4722727217374257
Bahia Tapaculo,slope,0.972697937594711,0.5479333386824882
Baird's Sparrow,slope,1.0685142932555975,0.33818181725513097
Baird's Trogon,slope,0.9579090952209774,0.5502010347726367
Baltimore Oriole,slope,1.573296794878149,0.1567293433177952
Band-tailed Antwren,slope,1.0553224044756182,0.5234747874565983
Band-tailed Pigeon,slope,1.4622583123927044,0.219962758440368
Banded Cotinga,slope,0.9630534494722189,0.542478009837709
Banded Sunbird,slope,0.9796920887072795,0.5373540587700171
Bank Swallow,slope,0.7076218744799526,0.14766699941978137
Bar-tailed Godwit,slope,0.583983436954975,0.43699196406022917
Barbuda Warbler,slope,1.0313179987124699,0.3810842832237949
Barn Owl,slope,0.6151777064832009,0.2021321802626771
Barn Swallow,slope,1.4284434967971178,0.1447965047515213
Barred Owl,slope,1.165704425496593,0.19502447848542107
Bates's Weaver,slope,0.6850557211182274,0.31906324333188607
Baudo Oropendola,slope,0.8565447979182619,0.5295693700784379
Bay-breasted Cuckoo,slope,1.064360825431841,0.5192128966739531
Bay-breasted Warbler,slope,1.2916620299487036,0.3153744723333525
Bay-vented Cotinga,slope,0.9514395826472105,0.5378221288023223
Beck's Petrel,slope,0.9866484396250705,0.31920623347757476
Belding's Yellowthroat,slope,0.722028380339196,0.4307293624665279
Bell's Sparrow,slope,0.9523504714380924,0.5160023073854956
Bell's Vireo,slope,1.4751131603976047,0.21623718841265968
Belted Kingfisher,slope,1.378257873641478,0.24874250984536936
Bendire's Thrasher,slope,0.556287886632292,0.23039050553950757
Bengal Florican,slope,0.7236159551628232,0.544773792046127
Bernier's Teal,slope,0.7896043277805083,0.40098716839861887
Bewick's Wren,slope,1.0222011737510543,0.1539585130446827
Bicolored Antpitta,slope,0.9645187256842049,0.5467511565733666
Bicolored Antvireo,slope,0.6271443080709145,0.4559488920209283
Black-and-white Warbler,slope,1.2390543763262196,0.20405119788557527
Black-backed Woodpecker,slope,1.0585556346988696,0.3053226916980998
Black-billed Cuckoo,slope,1.0238510248570765,0.18573975763385656
Black-billed Magpie,slope,1.3051557578366995,0.16563354557187565
Black-breasted Parrotbill,slope,0.9529828605656783,0.5385882796885301
Black-breasted Puffleg,slope,-0.055446829040490364,0.2992814305406277
Black-capped Chickadee,slope,1.3979938695339609,0.17561956130264267
Black-capped Vireo,slope,0.9494504285412109,0.5358785840029564
Black-chinned Hummingbird,slope,1.1158169435727787,0.26138583163280993
Black-chinned Sparrow,slope,0.6625272318366584,0.42612044382084024
Black-crested Titmouse,slope,1.0236383856191875,0.3265615586701778
Black-eared Miner,slope,0.20402966461348337,0.3114745113600852
Black-headed Berryeater,slope,0.7888388628896087,0.45261000976836174
Black-headed Grosbeak,slope,1.2635908969489769,0.26987494480784735
Black-headed Gull,slope,0.4971446928270457,0.2870754866885959
Black-hooded Antwren,slope,-0.2603898613466733,0.2921500691145861
Black-legged Kittiwake,slope,0.7141662010882435,0.3154195582512788
Black-mantled Goshawk,slope,0.921011035765026,0.4575904518689966
Black-spectacled Brushfinch,slope,0.9299515869848304,0.5047424758047209
Black-tailed Gnatcatcher,slope,0.42060729408491804,0.394639687910694
Black-tailed Godwit,slope,0.4061020506280789,0.3641846316913094
Black-throated Blue Warbler,slope,1.182473393199916,0.25687335472215733
Black-throated Gray Warbler,slope,1.2173549359955202,0.3210054579400034
Black-throated Green Warbler,slope,1.213369166866205,0.20520199279668686
Black-throated Shrikebill,slope,0.9312556821765019,0.5424594831150304
Black-throated Sparrow,slope,1.1586054692954038,0.2336878037218901
Black-whiskered Vireo,slope,0.6292414854607578,0.4933134349914186
Black-winged Starling,slope,0.06666639134816155,0.30410460324523625
Black Phoebe,slope,1.2715362575406053,0.3267000771773396
Black Stilt,slope,0.46138146171105054,0.49784572512699277
Black Swift,slope,1.1886023891134192,0.3509167558839434
Black Tinamou,slope,0.7411597914822293,0.4685047146429103
Black Vulture,slope,1.1533335052568017,0.15499852661607416
Blackburnian Warbler,slope,1.593559523762071,0.31162807632308787
Blackpoll Warbler,slope,1.3484323617607044,0.3604579765334782
Blue-and-gold Tanager,slope,0.7529512975983766,0.520814903999402
Blue-banded Kingfisher,slope,1.2967223423673093,0.4170960418638202
Blue-billed Curassow,slope,0.9455695540794786,0.5175829718019401
Blue-capped Hummingbird,slope,0.6203519862380892,0.4215900612417352
Blue-capped Kingfisher,slope,0.9594716924824047,0.5476725676345098
Blue-eyed Ground-Dove,slope,0.35204798062789744,0.31371461960429675
Blue-fronted Lorikeet,slope,0.6296358734272001,0.31955459907946077
Blue-gray Gnatcatcher,slope,1.658264373987576,0.16505473396785195
Blue-headed Quail-Dove,slope,0.8445323411376496,0.5439565561002379
Blue-headed Racquet-tail,slope,0.88210248844759,0.5090923624741587
Blue-headed Vireo,slope,0.9452745241359638,0.22608747082398442
Blue-throated Macaw,slope,0.7907883637175568,0.3202316448771853
Blue-winged Warbler,slope,1.2733342358689381,0.1910330770018323
Blue Grosbeak,slope,1.354842142933154,0.19740364464812984
Blue Jay,slope,1.75133241031102,0.19309358816691072
Bluethroat,slope,0.9797250758266954,0.5466351861581085
Boat-tailed Grackle,slope,0.8271998220012675,0.2836090514493089
Bobolink,slope,1.3547560903665918,0.15252608534562295
Bogota Rail,slope,1.1116828129061382,0.5052198887052501
Bohemian Waxwing,slope,0.8682916923882317,0.3117794087623843
Boreal Chickadee,slope,1.3129121638440986,0.21566104920786036
Botha's Lark,slope,1.0412073197039335,0.506269038885234
Botteri's Sparrow,slope,0.9012492245714752,0.4009285243577635
Brant,slope,0.4457759913999191,0.32791384184965783
Brazilian Merganser,slope,1.0430212456290253,0.577831323954588
Brewer's Blackbird,slope,1.2349106294844092,0.14779546103602442
Brewer's Sparrow,slope,1.5881436624917016,0.23465819242788014
Bridled Titmouse,slope,0.8026693558109768,0.5452669987067386
Bristled Grassbird,slope,0.8815319259136426,0.46336763734921904
Broad-billed Hummingbird,slope,0.8602804214241698,0.45563112871032546
Broad-tailed Hummingbird,slope,0.9789061860397918,0.21817728094881716
Broad-winged Hawk,slope,1.2446272251225536,0.2182969179462436
Bronzed Cowbird,slope,1.3434501779669008,0.3359572769370028
Brown-banded Antpitta,slope,0.9479961847224067,0.5482792408574442
Brown-crested Flycatcher,slope,1.5758191892501425,0.33268014143356084
Brown-headed Cowbird,slope,1.2397820264023962,0.15037501197739253
Brown-headed Nuthatch,slope,1.175220970788021,0.35167291654284494
Brown Creeper,slope,0.9825525513866515,0.18048446844109287
Brown Thrasher,slope,1.1619586942857163,0.14612217889580173
Buff-bellied Hummingbird,slope,0.7636514201450642,0.5018945333729767
Buff-breasted Tody-Tyrant,slope,0.7090436478962138,0.5156980320561145
Bugun Liocichla,slope,1.436874961431926,0.5183243098512595
Bullock's Oriole,slope,1.437115856633327,0.22433196260746502
